Precipitación acumulada anual (mm/año),Temperatura media anual (°C),Máximo de la temperatura media mensual (°C),Mínimo de la temperatura media mensual (°C),Humedad relativa media anual (%),Radiación solar acumulada anual (MJ/m²/año),altitud_media_m,SPI1_floracion,SPI1_llenado,Rendimiento_lag1,Departamento,Municipio,Año,Rendimiento
2586.2332285642624,12.598561,13.826569,11.507233,87.23871,5849.619096,2506.116089968077,-0.7117423611834304,0.7859501552140562,0.8,NARINO,PROVIDENCIA,2012,0.7999999999999999
2510.534071683884,12.780894,13.312408,11.823151,89.685005,5752.6301,2506.116089968077,0.2101414023883274,0.5935415113812655,0.7999999999999999,NARINO,PROVIDENCIA,2013,0.4650473664266767
2593.2286734581,12.752513,13.5399475,12.105377,88.88331,5729.853916,2506.116089968077,0.0529646944962989,0.4620639911991877,0.4650473664266767,NARINO,PROVIDENCIA,2014,0.5028519398258116
1983.9831002950668,13.34317,14.243561,12.719879,86.10614,5860.430376,2506.116089968077,-0.2245828394938854,-1.5361276431971058,0.5028519398258116,NARINO,PROVIDENCIA,2015,1.0261784799316822
2522.6406576633453,13.348012,14.358795,12.320465,88.83838,5891.465736,2506.116089968077,0.2805812117192308,1.2268309280347445,1.0261784799316822,NARINO,PROVIDENCIA,2016,1.061274548096302
2721.176824331284,12.7344055,13.264313,12.169342,90.17521,5855.590693,2506.116089968077,0.0897755098560062,0.3645300579527391,1.061274548096302,NARINO,PROVIDENCIA,2017,0.9269356070246882
2432.2528023719788,12.769928,13.431061,12.13443,88.92716,5864.321112,2506.116089968077,-0.205725383687334,-0.7624210932340103,0.9269356070246882,NARINO,PROVIDENCIA,2018,0.9480717488789238
2554.669501185417,13.189178,13.6336975,12.545074,87.47843,5894.48786,2506.116089968077,0.0329830669264494,0.5550760871543439,0.9480717488789238,NARINO,PROVIDENCIA,2019,0.7479810280733239
2788.867780685425,13.027516,13.590485,12.061432,90.83273,5931.848064,2506.116089968077,-0.3367604898363644,1.6534800454195924,0.7479810280733239,NARINO,PROVIDENCIA,2020,1.2142857142857142
3288.9513878822327,12.530995,12.893219,12.039459,92.100334,5637.37263,2506.116089968077,0.6688493800752523,0.8468327909467626,1.2142857142857142,NARINO,PROVIDENCIA,2021,1.0899907106363214
3204.4596543312077,12.186391,12.661041,11.753815,93.19464,5701.068303,2506.116089968077,0.2324190464836281,0.4539560614138719,1.0899907106363214,NARINO,PROVIDENCIA,2022,1.0654528144710222
3114.803065776825,13.049815,13.9322815,11.729645,90.64285,5644.847904,2506.116089968077,0.3207690451211997,0.9625964439187478,1.0654528144710222,NARINO,PROVIDENCIA,2023,1.087981661390678
